Source_File,Archive,Task,Ground_Size,Seed,Algorithm,Strategy,UB,D,Budget,Alpha,Model,Objective_f(S),Cost_c(S),Time_s,Node_Count,Open_List_Count,TLE,Solution_Set_Size,algo_label,series
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-6.0-0.95-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,6.0,0.95,CalTechMaximization,332.9995976277473,5.973043973728588,157.61116480827332,2,,False,4,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-7.0-0.95-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,7.0,0.95,CalTechMaximization,381.6827077759318,6.988963521608006,152.85588884353638,2,,False,5,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-8.0-0.95-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,8.0,0.95,CalTechMaximization,400.23535000729504,7.994854452931519,392.8381698131561,5,,False,6,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-10.0-0.95-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,10.0,0.95,CalTechMaximization,479.7616192356273,9.376415862154637,480.7790951728821,5,,False,7,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-11.0-0.95-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,11.0,0.95,CalTechMaximization,535.0740645548774,10.81933786109785,136.17808556556702,2,,False,8,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-12.0-0.95-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,12.0,0.95,CalTechMaximization,575.8371528682162,11.957783788078373,139.32790088653564,2,,False,9,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-13.0-0.95-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,13.0,0.95,CalTechMaximization,601.2784189472019,12.982269016325954,273.4352011680603,3,,False,10,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-15.0-0.95-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,15.0,0.95,CalTechMaximization,678.7285939257744,14.887483293791728,277.8283886909485,3,,False,11,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-6.0-0.98-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,6.0,0.98,CalTechMaximization,332.9995976277473,5.973043973728588,120.6526985168457,2,,False,4,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-7.0-0.98-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,7.0,0.98,CalTechMaximization,381.6827077759318,6.988963521608006,122.13209795951843,2,,False,5,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-11.0-0.98-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,11.0,0.98,CalTechMaximization,535.0740645548774,10.81933786109785,429.08373522758484,4,,False,8,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-12.0-0.98-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,12.0,0.98,CalTechMaximization,575.8371528682162,11.957783788078373,431.7761583328247,4,,False,9,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-13.0-0.98-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,13.0,0.98,CalTechMaximization,601.2784189472019,12.982269016325954,539.4060542583466,5,,False,10,EBB,EBB (ub0)
..\result\archive-108\caltech\769\0\EfficientBranchAndBound-none-ub0-d-15.0-0.98-CalTechMaximization.pckl,108,caltech,769,0,EfficientBranchAndBound,none,ub0,d,15.0,0.98,CalTechMaximization,678.7285939257744,14.887483293791728,445.64260697364807,4,,False,11,EBB,EBB (ub0)
