Source_File,Archive,Task,Ground_Size,Seed,Algorithm,Strategy,UB,D,Budget,Alpha,Model,Objective_f(S),Cost_c(S),Time_s,Node_Count,Open_List_Count,TLE,Solution_Set_Size,Meta_Version,Meta_Created_UTC,Meta_Config_Path,Meta_Strategy_Raw,Flag_LocalSearch,Flag_Cascade,Flag_NoInherit,Flag_Adaptive,Adaptive_Ratio
..\result\archive-109\caltech\0\769\EfficientBranchAndBound-none-ub0-d-15.0-0.95-CalTechMaximization.json,109,caltech,769,0,EfficientBranchAndBound,,ub0,d,15.0,0.95,CalTechMaximization,678.7285939257744,14.887483293791728,237.47655272483826,3,2,False,11,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-6.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,5000.715343236923,29,5900,True,4,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-7.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,7.0,0.95,FacebookGraphCoverage,355.0,6.857308306150661,5000.783350944519,991,3765,True,4,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-8.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,5000.2313096523285,8,4935,True,5,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-9.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,5000.448041915894,7,5010,True,6,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-10.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,5000.939079284668,6,4974,True,7,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-11.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,5000.014950752258,6,4705,True,8,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-12.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,5001.230336666107,6,4663,True,9,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-13.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,5000.616335868835,6,4582,True,9,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-14.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,5001.754254579544,6,4592,True,10,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\BFSTC-none-ub0-d-15.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,BFSTC,,ub0,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,5001.320256471634,6,4535,True,10,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-11.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,11.0,0.95,FacebookGraphCoverage,437.0,10.896114429098676,56.89326477050781,22,1,False,8,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-12.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,12.0,0.95,FacebookGraphCoverage,449.0,11.91982470230648,73.16997718811035,28,1,False,9,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-13.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,13.0,0.95,FacebookGraphCoverage,461.0,12.620009255244002,95.10503339767456,43,1,False,9,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-14.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,14.0,0.95,FacebookGraphCoverage,477.0,13.982944912840061,107.40415787696838,49,1,False,9,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-15.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,15.0,0.95,FacebookGraphCoverage,489.0,14.77165314844215,305.1189489364624,115,1,False,10,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-16.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,16.0,0.95,FacebookGraphCoverage,501.0,15.665545572945899,382.67260694503784,136,1,False,10,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-17.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,17.0,0.95,FacebookGraphCoverage,511.0,16.70407852767702,604.7025363445282,201,1,False,11,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-18.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,18.0,0.95,FacebookGraphCoverage,520.0,17.981571712206957,864.6606824398041,295,1,False,12,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-19.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,19.0,0.95,FacebookGraphCoverage,529.0,18.97394812627043,1396.1019167900085,474,1,False,14,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub0-d-20.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub0,d,20.0,0.95,FacebookGraphCoverage,539.0,19.867840550774183,1829.7081356048584,620,1,False,14,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-11.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.2994210720062256,1,1,False,8,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-12.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.7263221740722656,1,1,False,9,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-13.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,13.0,0.95,FacebookGraphCoverage,461.0,12.620009255244002,12.510188102722168,7,1,False,9,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-14.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,14.0,0.95,FacebookGraphCoverage,477.0,13.982944912840061,12.747599840164185,7,1,False,9,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-15.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,15.0,0.95,FacebookGraphCoverage,483.0,14.876499144140487,44.68055176734924,20,1,False,9,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-16.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,16.0,0.95,FacebookGraphCoverage,498.0,15.905767795815446,46.37445902824402,21,1,False,10,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-17.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,17.0,0.95,FacebookGraphCoverage,510.0,16.94303875747584,53.742122411727905,23,1,False,11,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-18.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,18.0,0.95,FacebookGraphCoverage,520.0,17.981571712206957,66.0804135799408,27,1,False,12,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-19.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,19.0,0.95,FacebookGraphCoverage,527.0,18.496241749236603,85.87151002883911,33,1,False,12,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBFS-traditional-ub2-d-20.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBFS,traditional,ub2,d,20.0,0.95,FacebookGraphCoverage,537.0,19.916675549600285,95.4928629398346,34,1,False,14,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-6.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,5000.385300159454,2128,2129,True,4,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-7.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,5000.1009068489075,2342,2343,True,4,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-8.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,5000.356286048889,2413,2414,True,5,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-9.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,5000.102979660034,2504,2515,True,6,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-10.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,5000.003976345062,2022,2026,True,7,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-11.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,5000.522864341736,2005,2011,True,8,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-12.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,5000.006811141968,1998,2008,True,9,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-13.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,5000.751431465149,1535,1555,True,9,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-14.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,5000.010445833206,1981,2044,True,10,v1,,,,False,False,False,False,0.4
..\result\archive-109\facebook\0\1000\EfficientBranchAndBound-none-ub0-d-15.0-0.95-FacebookGraphCoverage.json,109,facebook,1000,0,EfficientBranchAndBound,,ub0,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,5000.008182287216,1733,1764,True,10,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-6.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,6.0,0.95,YoutubeCoverage,18.0,5.845890557369895,5000.2830102443695,37,20278,True,5,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-7.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,7.0,0.95,YoutubeCoverage,23.0,6.044828632797984,5000.297391653061,31,17474,True,2,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-8.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,8.0,0.95,YoutubeCoverage,26.0,7.112734725094761,5000.0799605846405,46,14858,True,3,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-9.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,9.0,0.95,YoutubeCoverage,28.0,8.11421409556402,5000.480872869492,43,8300,True,4,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-10.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,10.0,0.95,YoutubeCoverage,30.0,9.146583780220634,0.19384551048278809,1,0,False,5,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-11.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,11.0,0.95,YoutubeCoverage,32.0,10.676746640047597,0.1580033302307129,1,0,False,6,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-12.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,12.0,0.95,YoutubeCoverage,33.0,11.67857289904319,0.07300233840942383,1,0,False,7,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-13.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,13.0,0.95,YoutubeCoverage,34.0,12.219069745533055,5000.293960571289,14,12871,True,7,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-14.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,14.0,0.95,YoutubeCoverage,35.0,13.220896004528647,5000.08345580101,19,17438,True,8,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\BFSTC-none-ub0-d-15.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,BFSTC,,ub0,d,15.0,0.95,YoutubeCoverage,36.0,14.22295358796627,5000.242901325226,19,16956,True,9,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-11.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,11.0,0.95,YoutubeCoverage,32.0,10.676746640047597,0.11933112144470215,1,1,False,6,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-12.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,12.0,0.95,YoutubeCoverage,33.0,11.67857289904319,0.18899154663085938,1,1,False,7,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-13.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,13.0,0.95,YoutubeCoverage,34.0,12.219069745533055,0.2250664234161377,1,1,False,7,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-14.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,14.0,0.95,YoutubeCoverage,35.0,13.220896004528647,0.16432762145996094,1,1,False,8,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-15.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,15.0,0.95,YoutubeCoverage,36.0,14.22295358796627,0.15031909942626953,1,1,False,9,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-16.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,16.0,0.95,YoutubeCoverage,37.0,15.225859623648423,0.17203998565673828,1,1,False,10,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-17.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,17.0,0.95,YoutubeCoverage,38.0,16.232424660776612,0.24797654151916504,1,1,False,11,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-18.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,18.0,0.95,YoutubeCoverage,39.0,17.242266633752404,0.21067571640014648,1,1,False,12,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-19.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,19.0,0.95,YoutubeCoverage,40.0,18.257053832003354,0.23139166831970215,1,1,False,13,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub0-d-20.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub0,d,20.0,0.95,YoutubeCoverage,41.0,19.28076410521116,0.4008340835571289,1,1,False,14,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-11.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,11.0,0.95,YoutubeCoverage,32.0,10.676746640047597,0.26714301109313965,1,1,False,6,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-12.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,12.0,0.95,YoutubeCoverage,33.0,11.67857289904319,0.19225764274597168,1,1,False,7,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-13.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,13.0,0.95,YoutubeCoverage,34.0,12.219069745533055,0.2389695644378662,1,1,False,7,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-14.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,14.0,0.95,YoutubeCoverage,35.0,13.220896004528647,0.24002671241760254,1,1,False,8,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-15.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,15.0,0.95,YoutubeCoverage,36.0,14.22295358796627,0.259169340133667,1,1,False,9,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-16.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,16.0,0.95,YoutubeCoverage,37.0,15.225859623648423,0.3449864387512207,1,1,False,10,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-17.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,17.0,0.95,YoutubeCoverage,38.0,16.232424660776612,0.33847713470458984,1,1,False,11,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-18.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,18.0,0.95,YoutubeCoverage,39.0,17.242266633752404,0.3754911422729492,1,1,False,12,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-19.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,19.0,0.95,YoutubeCoverage,40.0,18.257053832003354,0.5378735065460205,1,1,False,13,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBFS-traditional-ub2-d-20.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBFS,traditional,ub2,d,20.0,0.95,YoutubeCoverage,41.0,19.28076410521116,0.47051167488098145,1,1,False,14,v1,,,traditional,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-6.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,6.0,0.95,YoutubeCoverage,18.0,5.845890557369895,5000.0722687244415,19170,19380,True,5,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-7.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,7.0,0.95,YoutubeCoverage,23.0,6.044828632797984,0.046938419342041016,2,1,False,2,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-8.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,8.0,0.95,YoutubeCoverage,26.0,7.112734725094761,0.04696774482727051,2,1,False,3,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-9.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,9.0,0.95,YoutubeCoverage,28.0,8.11421409556402,0.1543734073638916,2,1,False,4,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-10.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,10.0,0.95,YoutubeCoverage,30.0,9.146583780220634,0.04733681678771973,1,0,False,5,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-11.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,11.0,0.95,YoutubeCoverage,32.0,10.676746640047597,0.047295331954956055,1,0,False,6,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-12.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,12.0,0.95,YoutubeCoverage,33.0,11.67857289904319,0.07855558395385742,1,0,False,7,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-13.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,13.0,0.95,YoutubeCoverage,34.0,12.219069745533055,0.07852387428283691,2,1,False,7,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-14.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,14.0,0.95,YoutubeCoverage,35.0,13.220896004528647,0.12560224533081055,2,1,False,8,v1,,,,False,False,False,False,0.4
..\result\archive-109\youtube\0\1000\EfficientBranchAndBound-none-ub0-d-15.0-0.95-YoutubeCoverage.json,109,youtube,1000,0,EfficientBranchAndBound,,ub0,d,15.0,0.95,YoutubeCoverage,36.0,14.22295358796627,0.12561631202697754,2,1,False,9,v1,,,,False,False,False,False,0.4
