Task,Ground_Size,Seed,Algorithm,Strategy,Heuristic,Sorting,UB,D,Budget,Alpha,Model,Objective_f(S),Cost_c(S),Time_s,Node_Count,Open_List_Count,TLE,Solution_Set_Size
youtube,1000,0,Efficient,,,,ub0,d,30.0,0.95,YoutubeCoverage,51.0,29.77764256949114,0.570551872253418,2,,False,24
youtube,100,0,EfficientBFS,traditional,ub2,d,,,6.0,0.95,YoutubeCoverage,5.0,5.3403056834876885,0.7008078098297119,72,1.0,False,5
youtube,1000,0,EfficientBFS,injection,ub2,d,,,6.0,0.95,YoutubeCoverage,18.0,5.845890557369895,6.388607025146484,15,1.0,False,5
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,6.0,0.95,YoutubeCoverage,18.0,5.845890557369895,10.443235158920288,23,1.0,False,5
youtube,100,0,EfficientBFS,traditional,ub2,d,,,7.0,0.95,YoutubeCoverage,6.0,6.485873833933632,0.016183853149414062,1,1.0,False,6
youtube,1000,0,EfficientBFS,injection,ub2,d,,,7.0,0.95,YoutubeCoverage,23.0,6.044828632797984,0.5058903694152832,2,1.0,False,2
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,7.0,0.95,YoutubeCoverage,23.0,6.044828632797984,0.3769681453704834,2,1.0,False,2
youtube,100,0,EfficientBFS,traditional,ub2,d,,,8.0,0.95,YoutubeCoverage,7.0,7.643388662272402,0.0,1,1.0,False,7
youtube,1000,0,EfficientBFS,injection,ub2,d,,,8.0,0.95,YoutubeCoverage,26.0,7.112734725094761,0.1283118724822998,1,1.0,False,3
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,8.0,0.95,YoutubeCoverage,26.0,7.112734725094761,0.0629281997680664,1,1.0,False,3
youtube,100,0,EfficientBFS,traditional,ub2,d,,,9.0,0.95,YoutubeCoverage,8.0,8.824324933734852,0.015644073486328125,1,1.0,False,8
youtube,1000,0,EfficientBFS,injection,ub2,d,,,9.0,0.95,YoutubeCoverage,28.0,8.11421409556402,0.07815718650817871,1,1.0,False,4
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,9.0,0.95,YoutubeCoverage,28.0,8.11421409556402,0.07396340370178223,1,1.0,False,4
youtube,100,0,EfficientBFS,traditional,ub2,d,,,10.0,0.95,YoutubeCoverage,8.0,8.824324933734852,6.863091707229614,458,1.0,False,8
youtube,1000,0,EfficientBFS,injection,ub2,d,,,10.0,0.95,YoutubeCoverage,30.0,9.146583780220634,0.10980892181396484,1,1.0,False,5
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,10.0,0.95,YoutubeCoverage,30.0,9.146583780220634,0.1261310577392578,1,1.0,False,5
youtube,100,0,EfficientBFS,traditional,ub2,d,,,11.0,0.95,YoutubeCoverage,9.0,10.007110908008517,0.031240463256835938,1,1.0,False,9
youtube,1000,0,EfficientBFS,injection,ub2,d,,,11.0,0.95,YoutubeCoverage,32.0,10.676746640047597,0.129180908203125,1,1.0,False,6
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,11.0,0.95,YoutubeCoverage,32.0,10.676746640047597,0.09418225288391113,1,1.0,False,6
youtube,100,0,EfficientBFS,traditional,ub2,d,,,12.0,0.95,YoutubeCoverage,10.0,11.239314683314513,0.0,1,1.0,False,10
youtube,1000,0,EfficientBFS,injection,ub2,d,,,12.0,0.95,YoutubeCoverage,33.0,11.67857289904319,0.11926651000976562,1,1.0,False,7
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,12.0,0.95,YoutubeCoverage,33.0,11.67857289904319,0.11216902732849121,1,1.0,False,7
youtube,100,0,EfficientBFS,traditional,ub2,d,,,13.0,0.95,YoutubeCoverage,11.0,12.568806636101101,0.02673816680908203,1,1.0,False,11
youtube,1000,0,EfficientBFS,injection,ub2,d,,,13.0,0.95,YoutubeCoverage,34.0,12.219069745533055,0.14659810066223145,1,1.0,False,7
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,13.0,0.95,YoutubeCoverage,34.0,12.219069745533055,0.14449095726013184,1,1.0,False,7
youtube,100,0,EfficientBFS,traditional,ub2,d,,,14.0,0.95,YoutubeCoverage,12.0,13.971236716965485,0.06297922134399414,1,1.0,False,12
youtube,1000,0,EfficientBFS,injection,ub2,d,,,14.0,0.95,YoutubeCoverage,35.0,13.220896004528647,0.1759202480316162,1,1.0,False,8
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,14.0,0.95,YoutubeCoverage,35.0,13.220896004528647,0.188385009765625,1,1.0,False,8
youtube,100,0,EfficientBFS,traditional,ub2,d,,,15.0,0.95,YoutubeCoverage,12.0,13.971236716965485,0.04732537269592285,1,1.0,False,12
youtube,1000,0,EfficientBFS,injection,ub2,d,,,15.0,0.95,YoutubeCoverage,36.0,14.22295358796627,0.1869668960571289,1,1.0,False,9
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,15.0,0.95,YoutubeCoverage,36.0,14.22295358796627,0.20436906814575195,1,1.0,False,9
youtube,100,0,EfficientBFS,traditional,ub2,d,,,16.0,0.95,YoutubeCoverage,13.0,15.374921681721352,0.01562643051147461,1,1.0,False,13
youtube,1000,0,EfficientBFS,injection,ub2,d,,,16.0,0.95,YoutubeCoverage,37.0,15.225859623648423,0.2207927703857422,1,1.0,False,10
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,16.0,0.95,YoutubeCoverage,37.0,15.225859623648423,0.21991276741027832,1,1.0,False,10
youtube,100,0,EfficientBFS,traditional,ub2,d,,,17.0,0.95,YoutubeCoverage,14.0,16.78092255921803,0.01568126678466797,1,1.0,False,14
youtube,1000,0,EfficientBFS,injection,ub2,d,,,17.0,0.95,YoutubeCoverage,38.0,16.232424660776612,0.2815234661102295,1,1.0,False,11
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,17.0,0.95,YoutubeCoverage,38.0,16.232424660776612,0.33268117904663086,1,1.0,False,11
youtube,100,0,EfficientBFS,traditional,ub2,d,,,18.0,0.95,YoutubeCoverage,14.0,16.78092255921803,0.04757976531982422,1,1.0,False,14
youtube,1000,0,EfficientBFS,injection,ub2,d,,,18.0,0.95,YoutubeCoverage,39.0,17.242266633752404,0.3114597797393799,1,1.0,False,12
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,18.0,0.95,YoutubeCoverage,39.0,17.242266633752404,0.395050048828125,1,1.0,False,12
youtube,100,0,EfficientBFS,traditional,ub2,d,,,19.0,0.95,YoutubeCoverage,15.0,18.249459732052102,0.10485243797302246,1,1.0,False,15
youtube,1000,0,EfficientBFS,injection,ub2,d,,,19.0,0.95,YoutubeCoverage,40.0,18.257053832003354,0.34510254859924316,1,1.0,False,13
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,19.0,0.95,YoutubeCoverage,40.0,18.257053832003354,0.31616830825805664,1,1.0,False,13
youtube,100,0,EfficientBFS,traditional,ub2,d,,,20.0,0.95,YoutubeCoverage,16.0,19.745040389749832,0.04327225685119629,1,1.0,False,16
youtube,1000,0,EfficientBFS,injection,ub2,d,,,20.0,0.95,YoutubeCoverage,41.0,19.28076410521116,0.3560807704925537,1,1.0,False,14
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,20.0,0.95,YoutubeCoverage,41.0,19.28076410521116,0.4787728786468506,1,1.0,False,14
youtube,100,0,EfficientBFS,traditional,ub2,d,,,21.0,0.95,YoutubeCoverage,16.0,19.745040389749832,0.037362098693847656,1,1.0,False,16
youtube,1000,0,EfficientBFS,injection,ub2,d,,,21.0,0.95,YoutubeCoverage,42.0,20.313647827946603,0.4474351406097412,1,1.0,False,15
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,21.0,0.95,YoutubeCoverage,42.0,20.313647827946603,0.4481654167175293,1,1.0,False,15
youtube,100,0,EfficientBFS,traditional,ub2,d,,,22.0,0.95,YoutubeCoverage,17.0,21.330474345399047,0.047289133071899414,1,1.0,False,17
youtube,1000,0,EfficientBFS,injection,ub2,d,,,22.0,0.95,YoutubeCoverage,43.0,21.349536097360026,0.47605371475219727,1,1.0,False,16
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,22.0,0.95,YoutubeCoverage,43.0,21.349536097360026,0.6027865409851074,1,1.0,False,16
youtube,100,0,EfficientBFS,traditional,ub2,d,,,23.0,0.95,YoutubeCoverage,17.0,21.330474345399047,0.10994529724121094,1,1.0,False,17
youtube,1000,0,EfficientBFS,injection,ub2,d,,,23.0,0.95,YoutubeCoverage,44.0,22.38680705902042,0.5052158832550049,1,1.0,False,17
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,23.0,0.95,YoutubeCoverage,44.0,22.38680705902042,0.4865868091583252,1,1.0,False,17
youtube,100,0,EfficientBFS,traditional,ub2,d,,,24.0,0.95,YoutubeCoverage,18.0,23.00817276978892,0.07111263275146484,1,1.0,False,18
youtube,1000,0,EfficientBFS,injection,ub2,d,,,24.0,0.95,YoutubeCoverage,45.0,23.425340013751537,0.53605055809021,1,1.0,False,18
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,24.0,0.95,YoutubeCoverage,45.0,23.425340013751537,0.43924808502197266,1,1.0,False,18
youtube,100,0,EfficientBFS,traditional,ub2,d,,,25.0,0.95,YoutubeCoverage,19.0,24.707450707594678,0.049492835998535156,1,1.0,False,19
youtube,1000,0,EfficientBFS,injection,ub2,d,,,25.0,0.95,YoutubeCoverage,46.0,24.47510495168211,0.5795824527740479,1,1.0,False,19
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,25.0,0.95,YoutubeCoverage,46.0,24.47510495168211,0.7607545852661133,1,1.0,False,19
youtube,100,0,EfficientBFS,traditional,ub2,d,,,26.0,0.95,YoutubeCoverage,19.0,24.707450707594678,0.09419465065002441,1,1.0,False,19
youtube,1000,0,EfficientBFS,injection,ub2,d,,,26.0,0.95,YoutubeCoverage,47.0,25.529645419799813,0.6547298431396484,1,1.0,False,20
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,26.0,0.95,YoutubeCoverage,47.0,25.529645419799813,0.6386978626251221,1,1.0,False,20
youtube,100,0,EfficientBFS,traditional,ub2,d,,,27.0,0.95,YoutubeCoverage,20.0,26.428722313713433,0.07431626319885254,1,1.0,False,20
youtube,1000,0,EfficientBFS,injection,ub2,d,,,27.0,0.95,YoutubeCoverage,48.0,26.585460435873497,0.8411757946014404,1,1.0,False,21
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,27.0,0.95,YoutubeCoverage,48.0,26.585460435873497,0.7078852653503418,1,1.0,False,21
youtube,100,0,EfficientBFS,traditional,ub2,d,,,28.0,0.95,YoutubeCoverage,20.0,26.428722313713433,0.0773460865020752,1,1.0,False,20
youtube,1000,0,EfficientBFS,injection,ub2,d,,,28.0,0.95,YoutubeCoverage,49.0,27.64194100131429,0.8638770580291748,1,1.0,False,22
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,28.0,0.95,YoutubeCoverage,49.0,27.64194100131429,0.7677586078643799,1,1.0,False,22
youtube,100,0,EfficientBFS,traditional,ub2,d,,,29.0,0.95,YoutubeCoverage,21.0,28.168610079303182,0.06617355346679688,1,1.0,False,21
youtube,1000,0,EfficientBFS,injection,ub2,d,,,29.0,0.95,YoutubeCoverage,50.0,28.701076686006083,0.7846488952636719,1,1.0,False,23
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,29.0,0.95,YoutubeCoverage,50.0,28.701076686006083,1.0115981101989746,1,1.0,False,23
youtube,100,0,EfficientBFS,traditional,ub2,d,,,30.0,0.95,YoutubeCoverage,22.0,29.937848244281884,0.09417009353637695,1,1.0,False,22
youtube,1000,0,EfficientBFS,injection,ub2,d,,,30.0,0.95,YoutubeCoverage,51.0,29.77764256949114,0.8472638130187988,1,1.0,False,24
youtube,1000,0,EfficientBFS,traditional,ub2,d,,,30.0,0.95,YoutubeCoverage,51.0,29.77764256949114,1.1674931049346924,1,1.0,False,24
