Task,Ground_Size,Seed,Algorithm,Strategy,Local_Search,Heuristic,Sorting,Budget,Alpha,Model,Objective_f(S),Cost_c(S),Time_s,Node_Count,Open_List_Count,Solution_Set_Size
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,116.31257462501526,1,1,11
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,118.02348780632019,1,1,12
caltech,767,0,EfficientBFS,injection,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,119.7349271774292,1,1,12
caltech,767,0,EfficientBFS,probing,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,119.6736752986908,1,1,12
caltech,767,0,EfficientBFS,traditional,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,117.06493258476257,1,1,12
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,119.15369296073914,1,1,12
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,118.71577548980713,1,1,12
caltech,767,0,EfficientBFS,injection,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,118.29848766326904,1,1,12
caltech,767,0,EfficientBFS,probing,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,116.46172308921814,1,1,12
caltech,767,0,EfficientBFS,traditional,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,120.18550252914429,1,1,12
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,118.50944709777832,1,1,12
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,120.32320022583008,1,1,13
caltech,767,0,EfficientBFS,injection,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,119.00157642364502,1,1,13
caltech,767,0,EfficientBFS,probing,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,119.13575839996338,1,1,13
caltech,767,0,EfficientBFS,traditional,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,119.5047607421875,1,1,13
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,121.55037641525269,1,1,13
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,122.88300371170044,1,1,13
caltech,767,0,EfficientBFS,injection,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,120.43876624107361,1,1,13
caltech,767,0,EfficientBFS,probing,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,121.93247032165527,1,1,13
caltech,767,0,EfficientBFS,traditional,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,122.0758626461029,1,1,13
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,120.01034903526306,1,1,13
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,267.687025308609,3,1,13
caltech,767,0,EfficientBFS,injection,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,242.16285610198975,3,1,13
caltech,767,0,EfficientBFS,probing,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,391.34650588035583,3,1,13
caltech,767,0,EfficientBFS,traditional,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,244.90939474105835,3,1,13
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,313.9046323299408,3,1,13
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,275.9677710533142,3,1,14
caltech,767,0,EfficientBFS,injection,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,250.89371132850647,3,1,14
caltech,767,0,EfficientBFS,probing,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,395.31328439712524,3,1,14
caltech,767,0,EfficientBFS,traditional,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,247.9289767742157,3,1,14
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,320.90572571754456,3,1,14
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,279.54364037513733,3,1,14
caltech,767,0,EfficientBFS,injection,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,259.04183983802795,3,1,14
caltech,767,0,EfficientBFS,probing,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,404.60237288475037,3,1,14
caltech,767,0,EfficientBFS,traditional,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,254.67516112327576,3,1,14
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,322.8302843570709,3,1,14
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,288.1897430419922,3,1,15
caltech,767,0,EfficientBFS,injection,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,257.1941018104553,3,1,15
caltech,767,0,EfficientBFS,probing,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,405.7864668369293,3,1,15
caltech,767,0,EfficientBFS,traditional,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,264.8114368915558,3,1,15
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,332.5015606880188,3,1,15
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,281.43566274642944,3,1,15
caltech,767,0,EfficientBFS,injection,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,257.6341199874878,3,1,15
caltech,767,0,EfficientBFS,probing,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,410.6617271900177,3,1,15
caltech,767,0,EfficientBFS,traditional,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,260.3206343650818,3,1,15
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,333.8965263366699,3,1,15
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,292.9020314216614,3,1,16
caltech,767,0,EfficientBFS,injection,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,269.46620655059814,3,1,16
caltech,767,0,EfficientBFS,probing,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,421.9682469367981,3,1,16
caltech,767,0,EfficientBFS,traditional,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,262.7488257884979,3,1,16
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,341.08582758903503,3,1,16
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,485.83626532554626,5,1,16
caltech,767,0,EfficientBFS,injection,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,402.44966745376587,5,1,16
caltech,767,0,EfficientBFS,probing,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,711.6945445537567,5,1,16
caltech,767,0,EfficientBFS,traditional,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,403.2103590965271,5,1,16
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,553.4469473361969,5,1,16
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,486.9850869178772,5,1,16
caltech,767,0,EfficientBFS,injection,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,414.19417095184326,5,1,16
caltech,767,0,EfficientBFS,probing,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,727.1300694942474,5,1,16
caltech,767,0,EfficientBFS,traditional,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,406.19950461387634,5,1,16
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,562.0525736808777,5,1,16
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,299.91155767440796,3,1,17
caltech,767,0,EfficientBFS,injection,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,274.271714925766,3,1,17
caltech,767,0,EfficientBFS,probing,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,438.0095958709717,3,1,17
caltech,767,0,EfficientBFS,traditional,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,273.6020586490631,3,1,17
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,358.3645956516266,3,1,17
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,305.23067116737366,3,1,17
caltech,767,0,EfficientBFS,injection,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,278.51356530189514,3,1,17
caltech,767,0,EfficientBFS,probing,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,446.1564130783081,3,1,17
caltech,767,0,EfficientBFS,traditional,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,282.6168682575226,3,1,17
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,358.16613149642944,3,1,17
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,311.41196966171265,3,1,18
caltech,767,0,EfficientBFS,injection,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,285.0328731536865,3,1,18
caltech,767,0,EfficientBFS,probing,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,519.1723637580872,3,1,18
caltech,767,0,EfficientBFS,traditional,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,291.7988758087158,3,1,18
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,479.5682327747345,3,1,18
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,316.8168773651123,3,1,18
caltech,767,0,EfficientBFS,injection,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,296.1098475456238,3,1,18
caltech,767,0,EfficientBFS,probing,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,456.9239001274109,3,1,18
caltech,767,0,EfficientBFS,traditional,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,291.6001160144806,3,1,18
caltech,767,0,EfficientBFS,volume_biased,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,375.4570822715759,3,1,18
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.2840077877044678,1,1,4
facebook,1000,0,EfficientBFS,injection,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.4080839157104492,1,1,4
facebook,1000,0,EfficientBFS,probing,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.2360520362854004,1,1,4
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.25186753273010254,1,1,4
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.2354578971862793,1,1,4
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.34629201889038086,1,1,4
facebook,1000,0,EfficientBFS,injection,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.4397420883178711,1,1,4
facebook,1000,0,EfficientBFS,probing,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.3764650821685791,1,1,4
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.29918766021728516,1,1,4
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.3976707458496094,1,1,4
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.6120731830596924,1,1,5
facebook,1000,0,EfficientBFS,injection,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.6437745094299316,1,1,5
facebook,1000,0,EfficientBFS,probing,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.6123216152191162,1,1,5
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.48729395866394043,1,1,5
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.5032346248626709,1,1,5
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.646226167678833,1,1,6
facebook,1000,0,EfficientBFS,injection,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.7534363269805908,1,1,6
facebook,1000,0,EfficientBFS,probing,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.6602234840393066,1,1,6
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.7094297409057617,1,1,6
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.6369040012359619,1,1,6
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.7859783172607422,1,1,7
facebook,1000,0,EfficientBFS,injection,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.7168521881103516,1,1,7
facebook,1000,0,EfficientBFS,probing,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.8658339977264404,1,1,7
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.7235009670257568,1,1,7
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.800713062286377,1,1,7
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.3509657382965088,1,1,8
facebook,1000,0,EfficientBFS,injection,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.2719111442565918,1,1,8
facebook,1000,0,EfficientBFS,probing,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.1160850524902344,1,1,8
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.1945207118988037,1,1,8
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.1861915588378906,1,1,8
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.3036766052246094,1,1,9
facebook,1000,0,EfficientBFS,injection,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.52590012550354,1,1,9
facebook,1000,0,EfficientBFS,probing,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.4474616050720215,1,1,9
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.399900197982788,1,1,9
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.2583210468292236,1,1,9
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,14.047008275985718,7,1,9
facebook,1000,0,EfficientBFS,injection,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,12.686637878417969,7,1,9
facebook,1000,0,EfficientBFS,probing,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,27.174669981002808,7,1,9
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,11.027966499328613,7,1,9
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,14.78040337562561,5,1,9
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,16.7826886177063,7,1,10
facebook,1000,0,EfficientBFS,injection,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,11.681075096130371,7,1,10
facebook,1000,0,EfficientBFS,probing,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,25.204282760620117,7,1,10
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,13.96013855934143,7,1,10
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,281.8100652694702,79,1,10
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,51.13932228088379,21,1,10
facebook,1000,0,EfficientBFS,injection,False,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,24.523231267929077,13,1,10
facebook,1000,0,EfficientBFS,probing,False,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,77.25730085372925,19,1,10
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,39.05662822723389,21,1,10
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,15.0,0.95,FacebookGraphCoverage,478.0,14.714463277969013,22.151222229003906,7,1,10
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,52.309117794036865,21,1,11
facebook,1000,0,EfficientBFS,injection,False,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,23.81408929824829,13,1,11
facebook,1000,0,EfficientBFS,probing,False,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,74.13694667816162,19,1,11
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,41.67834138870239,21,1,11
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,16.0,0.95,FacebookGraphCoverage,489.0,15.738173551176818,370.1359691619873,105,1,11
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,55.778141021728516,23,1,11
facebook,1000,0,EfficientBFS,injection,False,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,31.857519149780273,15,1,11
facebook,1000,0,EfficientBFS,probing,False,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,80.68189740180969,19,1,11
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,45.88643503189087,23,1,11
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,402.154394865036,113,1,11
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,71.93582153320312,27,1,12
facebook,1000,0,EfficientBFS,injection,False,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,46.78701567649841,19,1,12
facebook,1000,0,EfficientBFS,probing,False,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,111.92106246948242,25,1,12
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,59.213117599487305,27,1,12
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,346.82082629203796,93,1,12
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,94.41808819770813,33,1,13
facebook,1000,0,EfficientBFS,injection,False,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,55.13627052307129,23,1,13
facebook,1000,0,EfficientBFS,probing,False,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,141.9181032180786,31,1,13
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,76.996262550354,33,1,13
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,380.72802090644836,95,1,13
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,106.81918907165527,36,1,14
facebook,1000,0,EfficientBFS,injection,False,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,59.46087384223938,24,1,14
facebook,1000,0,EfficientBFS,probing,False,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,170.5440056324005,35,1,14
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,88.93323802947998,36,1,14
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,604.3597028255463,143,1,14
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,165.1890585422516,56,1,15
facebook,1000,0,EfficientBFS,injection,False,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,72.4073851108551,30,1,15
facebook,1000,0,EfficientBFS,probing,False,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,256.0189378261566,56,1,15
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,140.66201543807983,56,1,15
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,21.0,0.95,FacebookGraphCoverage,537.0,20.617703368064326,499.33923530578613,122,1,15
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,22.0,0.95,FacebookGraphCoverage,547.0,21.94363150673523,168.61635780334473,56,1,16
facebook,1000,0,EfficientBFS,injection,False,ub2,d,22.0,0.95,FacebookGraphCoverage,547.0,21.94363150673523,91.25317335128784,36,1,16
facebook,1000,0,EfficientBFS,probing,False,ub2,d,22.0,0.95,FacebookGraphCoverage,547.0,21.94363150673523,272.32692766189575,56,1,16
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,22.0,0.95,FacebookGraphCoverage,547.0,21.94363150673523,136.2602744102478,56,1,16
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,22.0,0.95,FacebookGraphCoverage,547.0,21.94363150673523,445.5117681026459,102,1,16
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,23.0,0.95,FacebookGraphCoverage,554.0,22.77694214327672,307.48954463005066,96,1,16
facebook,1000,0,EfficientBFS,injection,False,ub2,d,23.0,0.95,FacebookGraphCoverage,554.0,22.77694214327672,177.31458973884583,68,1,16
facebook,1000,0,EfficientBFS,probing,False,ub2,d,23.0,0.95,FacebookGraphCoverage,554.0,22.77694214327672,453.2886817455292,90,1,16
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,23.0,0.95,FacebookGraphCoverage,554.0,22.77694214327672,245.71214270591736,96,1,16
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,23.0,0.95,FacebookGraphCoverage,554.0,22.77694214327672,735.47238945961,158,1,16
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,24.0,0.95,FacebookGraphCoverage,561.0,23.814213104937117,311.67825269699097,94,1,17
facebook,1000,0,EfficientBFS,injection,False,ub2,d,24.0,0.95,FacebookGraphCoverage,561.0,23.814213104937117,352.6908550262451,130,1,17
facebook,1000,0,EfficientBFS,probing,False,ub2,d,24.0,0.95,FacebookGraphCoverage,561.0,23.814213104937117,462.224871635437,88,1,17
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,24.0,0.95,FacebookGraphCoverage,561.0,23.814213104937117,258.5308139324188,94,1,17
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,24.0,0.95,FacebookGraphCoverage,561.0,23.814213104937117,829.3979923725128,166,1,17
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,25.0,0.95,FacebookGraphCoverage,564.0,24.102870281947624,849.8343260288239,246,1,17
facebook,1000,0,EfficientBFS,injection,False,ub2,d,25.0,0.95,FacebookGraphCoverage,564.0,24.102870281947624,318.4964096546173,112,1,17
facebook,1000,0,EfficientBFS,probing,False,ub2,d,25.0,0.95,FacebookGraphCoverage,564.0,24.102870281947624,1338.4967985153198,246,1,17
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,25.0,0.95,FacebookGraphCoverage,564.0,24.102870281947624,676.052267074585,246,1,17
facebook,1000,0,EfficientBFS,volume_biased,False,ub2,d,25.0,0.95,FacebookGraphCoverage,564.0,24.102870281947624,1007.6805431842804,192,1,17
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,26.0,0.95,FacebookGraphCoverage,576.0,25.7387711858914,870.2720115184784,240,1,18
facebook,1000,0,EfficientBFS,injection,False,ub2,d,26.0,0.95,FacebookGraphCoverage,576.0,25.7387711858914,402.8541522026062,134,1,18
facebook,1000,0,EfficientBFS,probing,False,ub2,d,26.0,0.95,FacebookGraphCoverage,576.0,25.7387711858914,1390.9963669776917,240,1,18
