Task,Ground_Size,Seed,Algorithm,Strategy,Heuristic,Sorting,UB,D,Budget,Alpha,Model,Objective_f(S),Cost_c(S),Time_s,Node_Count,Open_List_Count,TLE,Solution_Set_Size
facebook,1000,0,EfficientBFS,traditional,ub2,d,,,17.0,0.95,FacebookGraphCoverage,495.0,16.267666269729773,50.36544990539551,23,1.0,False,11
facebook,1000,0,EfficientBFS,density_gap,ub2,d,,,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,75.31422781944275,27,1.0,False,12
facebook,1000,0,EfficientBFS,fullbab,ub2,d,,,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,5000.0,1115,1.0,True,12
facebook,1000,0,EfficientBFS,look_ahead,ub2,d,,,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,111.4960994720459,27,1.0,False,12
facebook,1000,0,EfficientBFS,traditional,ub2,d,,,18.0,0.95,FacebookGraphCoverage,506.0,17.291376542937577,60.81766200065613,27,1.0,False,12
facebook,1000,0,EfficientBFS,density_gap,ub2,d,,,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,99.68217206001282,33,1.0,False,13
facebook,1000,0,EfficientBFS,fullbab,ub2,d,,,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,5000.0,1094,1.0,True,13
facebook,1000,0,EfficientBFS,look_ahead,ub2,d,,,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,147.22490310668945,33,1.0,False,13
facebook,1000,0,EfficientBFS,traditional,ub2,d,,,19.0,0.95,FacebookGraphCoverage,517.0,18.35051222762937,79.13516664505005,33,1.0,False,13
facebook,1000,0,EfficientBFS,density_gap,ub2,d,,,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,110.48243403434753,36,1.0,False,14
facebook,1000,0,EfficientBFS,fullbab,ub2,d,,,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,5000.0,1045,1.0,True,14
facebook,1000,0,EfficientBFS,look_ahead,ub2,d,,,20.0,0.95,FacebookGraphCoverage,527.0,19.38904518236049,160.2489652633667,36,1.0,False,14
